4711,"Fracture;radius","fractured radius","L72","002","A"
4712,"Fracture;neck of femur","fractured neck of femur","L75","003","A"
4713,"Fracture;hip","fractured hip","L75","002","A"
4714,"Frostbite","frostbite","A88","006","A"
4715,"Frail;aged","n/a","A05","002","I"
4716,"Fracture;metacarpal(s)","fractured metacarpal","L74","004","A"
4717,"Fracture;wrist","fractured wrist","L72","004","A"
4718,"Fracture;ulna","fractured ulna","L72","003","A"
4719,"Ganglion (of);joint/tendon(s)","ganglion of the joint or tendon","L87","004","A"
4720,"Fracture;tarsal(s)","fractured tarsal(s)","L74","007","A"
4721,"Fracture;tibia","fractured tibia","L73","004","A"
4722,"Joint fusion ","joint fusion","L99","020","A"
4723,"Frigidity","frigidity","P07","001","A"
4724,"Fracture;femur;shaft","fracture of shaft of femur","L75","004","A"
4725,"Fracture;rib(s)","fractured rib(s)","L76","010","A"
4726,"Heart murmur;functional","functional heart murmur","K81","003","A"
4727,"Fracture;skull","n/a","L76","011","I"
4728,"Furuncle","n/a","S10","004","I"
4729,"Gangrene","gangrene","K92","004","A"
4730,"Fracture;scaphoid","fractured scaphoid","L74","008","A"
4731,"Fracture;pathological ","pathological fracture","L99","018","A"
4732,"Frightened","frightened","P01","012","A"
4733,"Problem;gait","n/a","L29","002","I"
4734,"Gallstone(s)","gallstones","D98","007","A"
4735,"Gastroscopy","gastroscopy","D40","001","A"
4736,"Fever;unknown origin","fever of unknown origin","A03","003","A"
4737,"Infant;fussy","fussy infant","A16","001","A"
4738,"Fracture;phalanges","fractured phalanges","L74","006","A"
4739,"Glossitis","glossitis","D83","010","A"
4740,"Test;glaucoma","glaucoma test","F39","001","A"
4741,"GI series","GI series","D41","001","A"
4742,"Giddiness","giddiness","N17","004","A"
4743,"Fistula;pilonidal","pilonidal fistula","S85","002","A"
4744,"Fitting (of);glasses","fitting of glasses","F54","001","A"
4745,"Gastritis;atrophic","atrophic gastritis","D87","008","A"
4746,"Gingivitis","gingivitis","D82","006","A"
4747,"Pain;gas","gas pain","D08","009","A"
4748,"Fibrositis","fibrositis","L18","002","A"
4749,"Gastritis;acute","acute gastritis","D87","007","A"
4750,"Glanders","glanders","A78","014","A"
4751,"Diarrhoea;functional","functional diarrhoea","D93","004","A"
4752,"Gastritis","gastritis","D87","006","A"
4753,"German measles","german measles","A74","001","A"
4754,"Fibroma ","fibroma","S79","001","A"
4755,"Fistula;rectal","rectal fistula","D95","001","A"
4756,"Fistula;genital tract;F","female genital tract fistula","X99","008","A"
4757,"Fibroid;uterus","uterine fibroid","X78","001","A"
4758,"Glaucoma ","glaucoma","F93","001","A"
4759,"Fissure;anal","anal fissure","D95","002","A"
4760,"Gastritis;regional","regional gastritis","D87","009","A"
4761,"Fistula;vaginal","vaginal fistula","X99","009","A"
4762,"Disease;Fifth","Fifth disease","A76","005","A"
4763,"Haematoma;subdural;traumatic","traumatic subdural haematoma","N80","001","A"
4764,"Fistula;anal","anal fistula","D95","003","A"
4765,"Fibrositis;shoulder","shoulder fibrositis","L92","002","A"
4766,"Haematoma;skin;post-op","post-op skin haematoma","A87","001","A"
4767,"Haematuria","haematuria","U06","002","A"
4768,"Haemangioma;skin","haemangioma of the skin","S81","002","A"
4769,"Haemorrhage;subarachnoid","subarachnoid haemorrhage","K90","004","A"
4770,"Incise;haematoma;skin","incise skin haematoma","S51","001","A"
4771,"Fissure;nipple;F","nipple fissure","X20","003","A"
4772,"Fit(s)","fits","N07","002","A"
4773,"Filariasis","n/a","D22","002","I"
4774,"Haemoptysis","haemoptysis","R24","002","A"
4775,"Rash;heat","heat rash","S92","004","A"
4776,"Hemiplegia","hemiplegia","N18","003","A"
4777,"Haemorrhage;subconjunctival","subconjunctival haemorrhage","F75","004","A"
4778,"Haematoma;skin","skin haematoma","S16","005","A"
4779,"Reduction (of);haemorrhoids","reduction of haemorrhoids","K56","001","A"
4780,"Haemorrhage;intracranial old","n/a","K90","007","I"
4781,"Haemorrhage;subdural","subdural haemorrhage","K90","005","A"
4782,"Haemorrhage;cerebral","cerebral haemorrhage","K90","006","A"
4783,"Haemorrhage;meningeal","meningeal haemorrhage","K90","009","A"
4784,"Haemorrhage;epidural","epidural haemorrhage","K90","008","A"
4785,"Heaviness;head","heaviness of the head","N01","002","A"
4786,"Haemorrhage;postpartum","postpartum haemorrhage","W17","002","A"
4787,"Haemorrhage;retinal","n/a","F99","008","I"
4788,"Haemorrhage;puerperal","puerperal haemorrhage","W17","003","A"
4789,"Haemorrhoids ","haemorrhoids","K96","001","A"
4790,"Haematoma;conjunctival","conjunctival haematoma","F75","003","A"
4791,"Medication;prevent;hepatitis","preventative medication for hepatitis","D44","016","A"
4792,"Hepatitis;infectious","infectious hepatitis","D72","001","A"
4793,"Hepatoma","hepatoma","D77","001","A"
4794,"Haemorrhage","haemorrhage","A10","002","A"
4795,"Herpes;eye","n/a","F85","002","I"
4796,"Hernia","hernia","D91","001","A"
4797,"Hepatitis;viral","viral hepatitis","D72","005","A"
4798,"Herpes zoster","herpes zoster","S70","001","A"
4799,"Hepatitis;alcoholic","alcoholic hepatitis","D97","003","A"
4800,"Hepatitis","n/a","D72","002","I"
4801,"Haemothorax","haemothorax","R88","001","A"
4802,"Hernia;diaphragmatic","diaphragmatic hernia","D90","001","A"
4803,"Hepatitis A","hepatitis A","D72","006","A"
4804,"Hernia;umbilical","umbilical hernia","D91","002","A"
4805,"Hiccoughs/hiccups","hiccoughs/hiccups","R29","002","A"
4806,"Cutaneous horn ","cutaneous horn","S99","008","A"
4807,"Hernia;inguinal","inguinal hernia","D89","001","A"
4808,"Hepatitis;acute","acute hepatitis","D72","004","A"
4809,"Test;hepatitis B antigen","n/a","D33","001","I"
4810,"Housemaids knee","housemaids knee","L99","021","A"
4811,"Herpangina","herpangina","A77","008","A"
4812,"Hepatitis B","hepatitis B","D72","003","A"
4813,"Hirsutism","Hirsutism","S24","004","A"
4814,"Hernia;support truss","hernia support truss","D54","002","A"
4815,"Haemorrhage;antepartum","antepartum haemorrhage","W03","004","A"
4816,"Nucleus pulp hernia;lumbosac","lumbosacral nucleus pulp hernia","L86","001","A"
4817,"Faecal impaction","faecal impaction","D12","002","A"
4818,"Hoarseness;voice","hoarseness of voice","R23","004","A"
4819,"Hernia;hiatus","hiatus hernia","D90","002","A"
4820,"Holter monitor","holter monitor","K42","005","A"
4821,"Homesick","homesick","P02","003","A"
4822,"Hernia;femoral","femoral hernia","D91","003","A"
4823,"Human Papilloma Virus;M","human papilloma virus","Y76","001","A"
4824,"Hernia;incisional","incisional hernia","D91","004","A"
4825,"Hesitancy;urine","urine hesitancy","U04","003","A"
4826,"Hormone replacement therapy","hormone replacement therapy","X11","006","A"
4827,"Hordeolum","hordeolum","F72","006","A"
4828,"Hives","hives","S98","001","A"
4829,"Hysteria","hysteria","P75","003","A"
4830,"Disease;Hashimotos","Hashimotos disease","T99","018","A"
4831,"Reduced;mobility","reduced mobility","L28","003","A"
4832,"Hydrocele","hydrocele","Y86","001","A"
4833,"Fear (of);HIV","fear of HIV","B25","003","A"
4834,"Hyphaema","hyphaema","F75","005","A"
4835,"Human Papilloma Virus;F","human papilloma virus","X91","001","A"
4836,"Unable (to);walk","unable to walk","L28","004","A"
4837,"Dental impaction","dental impaction","D82","007","A"
4838,"Incise;haemorrhoid","incise haemorrhoid","K51","002","A"
4839,"Impairment","impairment","A28","003","A"
4840,"Ichthyosis","n/a","S99","009","I"
4841,"Hypomania","hypomania","P73","008","A"
4842,"Imbalance;electrolyte","n/a","T94","004","I"
4843,"Incise;thrombosis","incision of thrombosis","K51","001","A"
4844,"Harelip","harelip","D81","002","A"
4845,"Hallux;valgus","hallux valgus","L98","007","A"
4846,"Illiteracy","illiteracy","Z07","001","A"
4847,"Short;growth","n/a","T10","004","I"
4848,"Guilt","guilt","P29","007","A"
4849,"Unwanted;hair","unwanted hair","S24","005","A"
4850,"Headache;tension","n/a","N02","001","I"
4851,"Loss (of);hair","loss of hair","S23","005","A"
4852,"Hammer toe","hammer toe","L98","006","A"
4853,"Failure;heart","heart failure","K77","011","A"
4854,"Superfluous;hair","superfluous hair","S24","006","A"
4855,"Halitosis","halitosis","D20","015","A"
4856,"Impetigo","impetigo","S84","001","A"
4857,"Hallux;rigidus","hallux rigidus","L98","008","A"
4858,"Diminished;hearing","diminished hearing","H02","003","A"
4859,"Disease;Graves","Graves disease","T85","002","A"
4860,"Headache;cluster","cluster headaches","N90","001","A"
4861,"Graze","graze","S17","004","A"
4862,"Ingrown;hair","ingrown hair","S24","007","A"
4863,"Test;hearing","hearing test","H39","003","A"
4864,"Lack (of);growth","n/a","T10","003","I"
4865,"Loss (of);hearing","loss of hearing","H02","004","A"
4866,"Pressure;chest;heart","pressure in chest and heart","K02","006","A"
4867,"Disease;heart valve;non-rheum","non-rheum heart valve disease","K83","003","A"
4868,"Heartburn","heartburn","D03","005","A"
4869,"Headache;sinus","sinus headache","R09","004","A"
4870,"Heartbeat (pulse);slow","slow heartbeat","K04","005","A"
4871,"Status epilepticus;Grand mal","grand mal status epilepticus","N88","001","A"
4872,"Infarction;heart","heart infarction","K75","001","A"
4873,"Heartbeat (pulse);fast","fast heartbeat","K04","003","A"
4874,"Heart murmur","heart murmur","K81","004","A"
4875,"Heartbeat (pulse);rapid","n/a","K04","004","I"
4876,"Headache;vascular","vascular headache","N89","002","A"
4877,"Heart block","n/a","K84","012","I"
4878,"Problem;heart","heart problem","K29","007","A"
4879,"Headache;migraine","migraine headache","N89","001","A"
4880,"Heartbeat (pulse);increased","n/a","K04","007","I"
4881,"Grawitz tumour","Grawitz tumour","U75","001","A"
4882,"Spitting (up);food;infant","infant spitting up food","T04","001","A"
4883,"Pain;cardiovascular;heart","cardiovascular heart pain","K01","001","A"
4884,"Glue sniffing (habitual)","glue sniffing (habitual)","P19","003","A"
4885,"Intolerance;gluten","gluten intolerance","D99","012","A"
4886,"Granuloma;Wegeners","Wegeners granuloma","B74","001","A"
4887,"Glycosuria","n/a","T88","001","I"
4888,"Heartbeat (pulse);decreased","n/a","K04","008","I"
4889,"Glue ear","glue ear","H72","002","A"
4890,"Granuloma","granuloma","S99","010","A"
4891,"Premature;infant","premature infant","A93","001","A"
4892,"Infection;cardiovascular","cardiovascular infection","K70","004","A"
4893,"Grief","grief","P02","004","A"
4894,"Infection;endocrine gland","endocrine gland infection","T70","001","A"
4895,"Gout","gout","T92","001","A"
4896,"Gluten sensitivity","gluten sensitivity","D99","013","A"
4897,"Infarction;myocardial;old","old myocardial infarction","K76","007","A"
4898,"Restlessness;infant","restless infant","A16","002","A"
4899,"Infarction;pulmonary","pulmonary infarction","K93","001","A"
4900,"Infarction;myocardial;acute","acute myocardial infarction","K75","002","A"
4901,"Infection;cestode","n/a","D22","003","I"
4902,"Infarction;cerebral","cerebral infarction","K90","010","A"
4903,"Infarction;splenic","splenic infarction","B99","003","A"
4904,"Infant;out of sorts","n/a","A17","001","I"
4905,"Infant;irritable","irritable infant","A16","003","A"
4906,"Infection;eustachian tube","eustachian tube infection","H73","004","A"
4907,"Sinusitis;infective ","infective sinusitis","R75","001","A"
4908,"Infection;fungus;nail(s)","fungal nail infection","S74","004","A"
4909,"Infection;bone(s)","bone infection","L70","003","A"
4910,"Normal infant","normal infant","A97","003","A"
4911,"Infection;ear","ear infection","H74","001","A"
4912,"Infection;finger(s)","finger infection","S09","003","A"
4913,"Infarction;myocardial;healed","healed myocardial infarction","K76","006","A"
4914,"Infection;eye","eye infection","F73","001","A"
4915,"Infection complicat pregnancy","infection complicat pregnancy","W71","001","A"
4916,"Infection;fungus;skin","fungal skin infection","S74","005","A"
4917,"Infection;kidney","kidney infection","U70","001","A"
4918,"Infection;post-op","post-op infection","A87","002","A"
4919,"Infection;throat","throat infection","R74","006","A"
4920,"Infection;HIV","HIV infection","B90","002","A"
4921,"Infestation (by);lice;body","body lice infestation","S73","002","A"
4922,"Infection;nail(s)","nail infection","S09","004","A"
4923,"Infertility;F","female infertility","W15","004","A"
4924,"Infestation (by);lice;head","head lice infestation","S73","003","A"
4925,"Infection;fungus ","fungal infection","A78","015","A"
4926,"Infection;bladder","bladder infection","U71","001","A"
4927,"Infection;skin;generalised","generalised skin infection","S76","002","A"
4928,"Infection;toe(s)","toe infection","S09","005","A"
4929,"Infertility;M","male infertility","Y10","001","A"
4930,"Infection;neurological","neurological infection","N73","001","A"
4931,"Infection;wound;post-traumatic","post-traumatic wound infection","S11","002","A"
4932,"Infestation (by);fleas","flea infestation","S73","005","A"
4933,"Gastric influenza ","gastric influenza","D73","004","A"
4934,"Infection;salivary gland","salivary gland infection","D83","011","A"
4935,"Ingestion;foreign body","ingestion of foreign body","D79","001","A"
4936,"Infestation (by);larvae","larvae infestation","S73","006","A"
4937,"Infection;skin;localised","localised skin infection","S11","001","A"
4938,"Infection;pelvic inflammatory","pelvic inflammatory infection","X74","004","A"
4939,"Ingestion;foreign substance","ingestion of foreign substance","A86","002","A"
4940,"Infection;viral","viral infection","A77","010","A"
4941,"Infestation (by);worms","n/a","D22","004","I"
4942,"Infection;upper resp tract","upper resp tract infection","R74","007","A"
4943,"Injury;genital system;M","injury to the male genital system","Y80","002","A"
4944,"Ingrown;toenail(s)","ingrown toenail(s)","S94","002","A"
4945,"Infection;wound;post-op","post-op wound infection","A87","003","A"
4946,"Pneumonia;influenzal","influenzal pneumonia","R81","002","A"
4947,"Injury;head","head injury","N80","002","A"
4948,"Influenza","influenza","R80","002","A"
4949,"Injury;digestive","injury to digestive tract","D80","001","A"
4950,"Infestation (by);lice;pubic","pubic lice infestation","S73","004","A"
4951,"Injury","injury","A80","003","A"
4952,"Injury;complicating pregnanc","injury complicating pregnancy","W75","001","A"
4953,"Injury;soft tissue","soft tissue injury","S19","004","A"
4954,"Ingrown;eyelash","ingrown eyelash","F99","009","A"
4955,"Injury;ear;superficial","superficial ear injury","H78","001","A"
4956,"Injury;nerve(s)","neural injury","N81","001","A"
4957,"Injury;ear","ear injury","H79","002","A"
4958,"Injury;needle stick","needle stick injury","S19","003","A"
4959,"Injury;concussion;head","n/a","N79","002","I"
4960,"Insertion;vaginal pessary","insertion of vaginal pessary","X54","001","A"
4961,"Injury;neurological","neurological injury","N81","002","A"
4962,"Infection;trichomonas;F","female trichomonas infection","X73","001","A"
4963,"Pain;intestinal","intestinal pain","D01","009","A"
4964,"Injury;respiratory","respiratory tract injury","R88","002","A"
4965,"Injury;urological","urological injury","U80","001","A"
4966,"Injury;skin","injury to skin","S19","005","A"
4967,"Injury;genital;non obstetric","non obstetric genital injury","X82","001","A"
4968,"Injury;burn(s);skin","burn to skin","S14","004","A"
4969,"Injury;spleen","splenic injury","B76","002","A"
4970,"Injury;genital system;F","injury to the female genital system","X82","002","A"
4971,"Injury;eye","eye injury","F79","002","A"
4972,"Insertion;catheter;Foley","insertion of a Foley catheter","U53","003","A"
4973,"Obstruction;intestinal","intestinal obstruction","D99","014","A"
4974,"Whiplash injury;neck","n/a","L79","001","I"
4975,"Iritis","n/a","F99","010","I"
4976,"Intolerance;fat","fat intolerance","D99","015","A"
4977,"Irritable;bladder","irritable bladder","U13","001","A"
4978,"Intertrigo","n/a","S99","011","I"
4979,"Menstruation;irregular;flow","irregular flow menstruation","X07","002","A"
4980,"Insertion;catheter;urinary","insertion of urinary catheter","U53","002","A"
4981,"Intolerance;lactose old","n/a","T99","021","I"
4982,"Menstruation;irregular;cycle","irregular cycle menstruation","X07","001","A"
4983,"Ischaemia;contracture","contracture ischaemia","K92","005","A"
4984,"Injection;iron","iron injection","B50","001","A"
4985,"Pain;sexual intercourse;F","painful intercourse (female)","X04","002","A"
4986,"Insomnia ","insomnia","P06","003","A"
4987,"Injury;tongue","injured tongue","D80","002","A"
4988,"Itching;perianal;F","n/a","D05","003","I"
4989,"Ischaemia;limb(gangrene)","limb ischaemia (gangrene)","K92","006","A"
4990,"Itching;anal","anal itching","D05","001","A"
4991,"Ischaemia;inner ear","inner ear ischaemia","H99","003","A"
4992,"Inversion;nipple (non-pregn)","nipple inversion while not pregnant","X20","004","A"
4993,"Itching;scrotum","itchy scrotum","Y05","002","A"
4994,"Itching;nose","itchy nose","R08","001","A"
4995,"Intolerance;food;child","n/a","T04","002","I"
4996,"Itching;vaginal","vaginal itching","X15","002","A"
4997,"Itching;rectal","rectal itching","D05","005","A"
4998,"Itching;perianal;M","n/a","D05","004","I"
4999,"Itching;perianal","perianal itching","D05","002","A"
5000,"Inversion;uterus;puerperium","uterine inversion during the puerperium","W99","002","A"
5001,"Itching","itching","S02","002","A"
5002,"Itching;vulva","itchy vulva","X16","003","A"
5003,"Isolation;social","social isolation","Z28","001","A"
5004,"Itching;scalp","itchy scalp","S02","003","A"
5005,"Itching;jock","jock itch","Y05","001","A"
5006,"Itching;eye","itchy eye","F13","004","A"
5007,"Itching;hair","itchy hair","S24","009","A"
5008,"Itching;skin","itchy skin","S02","004","A"
5009,"Increased;abdominal size","increased abdominal size","D25","003","A"
5010,"Increased;sensations","increased sensations","N06","005","A"
5011,"Lesion;cervical roof","lesion of cervical root","N94","002","A"
5012,"Enlarged;spleen","enlarged spleen","B87","001","A"
5013,"Infant;fidgety","fidgety infant","A16","005","A"
5014,"Increased;weight","increased weight","T07","002","A"
5015,"Itching;testes","itchy testes","Y05","003","A"
5016,"Lesion;coin;lung","lung coin lesion","R29","003","A"
5017,"Problem;learning","learning problem","P24","004","A"
5018,"Crying;infant","n/a","A15","002","I"
5019,"Increased;blood sugar","n/a","B85","003","I"
5020,"Immature;infant","immature infant","A93","002","A"
5021,"Lentigo","lentigo","S99","012","A"
5022,"Lesion;intervert disc;lumbosac","lesion of lumbosacral intervertebral disc","L86","002","A"
5023,"Pain;left upper quadrant","left upper quadrant pain","D06","004","A"
5024,"Indigestion","n/a","D03","006","I"
5025,"Disease;Legionnaires","Legionnaires disease","R81","003","A"
5026,"Lesion;actinic","n/a","S21","003","I"
5027,"Ischaemia;myocardial;chronic","chronic myocardial ischaemia","K76","008","A"
5028,"Calculus;biliary","biliary calculus","D98","001","A"
5029,"Calculus;kidney","renal calculus","U95","005","A"
5030,"Calculus;prostate","prostate calculus","Y99","001","A"
5031,"Calculus;ureter","ureteric calculus","U95","004","A"
5032,"Shortness (of);breath","shortness of breath","R02","004","A"
5033,"Fibrocystic breast","fibrocystic breast","X88","001","A"
5034,"Breathing;laboured","laboured breathing","R02","003","A"
5035,"Brittle;nail(s)","brittle nail(s)","S22","001","A"
5036,"Cachexia","cachexia","T08","001","A"
5037,"Bulimia","n/a","T06","001","I"
5038,"Bruit;cardiac","cardiac bruit","K81","001","A"
5039,"Bursitis;shoulder","shoulder bursitis","L92","001","A"
5040,"Strain;thoracic","thoracic strain","L79","030","A"
5041,"Sprain;thoracic","thoracic sprain","L79","031","A"
5042,"Strain;lumbar","lumbar strain","L79","032","A"
5043,"Sprain;lumbar","lumbar sprain","L79","033","A"
5044,"Strain;lumbosacral","lumbosacral strain","L79","034","A"
5045,"Sprain;lumbosacral","lumbosacral sprain","L79","035","A"
5046,"Sleepiness","sleepiness","P06","009","A"
5047,"Immunisation;Triple antigen","Triple antigen immunisation","A44","033","A"
5048,"Urinary tract infect;recurrent","recurrent urinary tract infection","U71","015","A"
5049,"Cystitis;puerperium","cystitis of the puerperium","U71","016","A"
5050,"Pyelonephritis","pyelonephritis","U70","006","A"
5051,"Cat scratch fever","cat scratch fever","A78","034","A"
5052,"Immunisation;diphtheria","diphtheria immunisation","R44","010","A"
5053,"Immunisation;pertussis","pertussis immunisation","R44","012","A"
5054,"Immunisation;pneumococcus","pneumococcus immunisation","R44","014","A"
5055,"Immunisation;Normal Hum Ig","Normal Hum Ig immunisation","A44","035","A"
5056,"Cholecystectomy","cholecystectomy","D52","005","A"
5057,"Gastrectomy","gastrectomy","D52","006","A"
5058,"Laryngectomy","n/a","D52","007","I"
5059,"Oesophagectomy","oesophagectomy","D52","008","A"
5060,"Pancreatic duodenectomy","pancreatic duodenectomy","D52","009","A"
5061,"Pharyngectomy","pharyngectomy","D52","010","A"
5062,"Extraction;tooth/teeth","tooth/teeth extraction","D52","011","A"
5063,"Vagotomy","vagotomy","D52","012","A"
5064,"Whipples procedure","Whipples procedure","D52","013","A"
5065,"Extraction;wisdom tooth/teeth","wisdom tooth/teeth extraction","D52","014","A"
5066,"Disturbed;sleep","disturbed sleep","P06","010","A"
5067,"Repair;cleft lip/palate","cleft lip/palate repair","D54","006","A"
5068,"Surgery/extraction;dental","dental surgery/extraction","D54","007","A"
5069,"Repair;hernia;femoral","femoral hernia repair","D54","008","A"
5070,"Fundoplication","fundoplication","D54","009","A"
5071,"Repair;hernia;inguinal","inguinal hernia repair","D54","010","A"
5072,"Laparotomy","laparotomy","D43","003","A"
5073,"Surgery;cataract","cataract surgery","F52","005","A"
5074,"Enucleation (of);eye","enucleation of the eye","F52","006","A"
5075,"Surgery;glaucoma","surgery for glaucoma","F52","007","A"
5076,"Nasolacrimal duct procedure","nasolacrimal duct procedure","F52","008","A"
5077,"Surgery;squint","surgery for squint","F54","006","A"
5078,"Scleroderma;diffuse","diffuse scleroderma","L99","069","A"
5079,"Scleroderma;localised","localised scleroderma","L99","070","A"
5080,"Progressive system sclerosis","progressive system sclerosis","L99","071","A"
5081,"Blood transfusion","blood transfusion","B59","002","A"
5082,"Bone marrow transplant","n/a","B59","003","I"
5083,"Splenectomy","splenectomy","B52","005","A"
5084,"Allergic reaction;penicillin","allergic reaction to penicillin","A85","010","A"
5085,"Allergic reaction;cephalospori","allergic reaction to cephalospori","A85","011","A"
5086,"Allergic reaction;tetracycline","allergic reaction to tetracycline","A85","012","A"
5087,"Allergic reaction;macrolide","allergic reaction to macrolide","A85","013","A"
5088,"Allergic reaction;sulphonamide","allergic reaction to sulphonamide","A85","014","A"
5089,"Allergic reaction;antibiotic","allergic reaction to antibiotic","A85","015","A"
5090,"Allergic reaction;iodine","allergic reaction to iodine","A85","016","A"
5091,"Adverse effect;penicillin","penicillin reaction","A85","017","A"
5092,"Adverse effect;cephalosporin","cephalosporin reaction","A85","018","A"
5093,"Adverse effect;tetracycline","tetracycline reaction","A85","019","A"
5094,"Adverse effect;macrolide","reaction to macrolide","A85","020","A"
5095,"Adverse effect;sulphonamide","reaction to sulphonamide","A85","021","A"
5096,"Adverse effect;antibiotic","antibiotic reaction","A85","022","A"
5097,"Adverse effect;iodine","iodine reaction","A85","023","A"
5098,"Side-effect;penicillin","side-effect of penicillin","A85","024","A"
5099,"Side-effect;cephalosporin","side-effect of cephalosporin","A85","025","A"
5100,"Side-effect;tetracycline","side-effect of tetracycline","A85","026","A"
5101,"Side-effect;macrolide","side-effect of macrolide","A85","027","A"
5102,"Side-effect;sulphonamide","side-effect of sulphonamide","A85","028","A"
5103,"Side-effect;antibiotic","side-effect of antibiotic","A85","029","A"
5104,"Side-effect;iodine","side-effect of iodine","A85","030","A"
5105,"Adverse effect;radiation","radiation sickness","A88","039","A"
5106,"Repair;aneurysm;abdom aortic","repair of a abdominal aortic aneurysm","K54","004","A"
5107,"Repair/replace;valve;aortic","repair/replace of aortic valve","K54","005","A"
5108,"Surgery;congenital cardiac","congenital cardiac surgery","K54","006","A"
5109,"Graft;coronary artery bypass","coronary artery bypass graft","K54","007","A"
5110,"Graft;femoral artery bypass","femoral artery bypass graft","K54","008","A"
5111,"Repair/replace;valve;mitral","repair/replace mitral valve","K54","009","A"
5112,"Immunisation;ADT","ADT immunisation","A44","042","A"
5113,"Immunisation","immunisation","A44","043","A"
5114,"Tropical ear","tropical ear","H70","006","A"
5115,"Fat (BMI 25-30)","fat (BMI<30)","T83","002","A"
5116,"Medical exam;insurance","medical exam for insurance","A30","013","A"
5117,"Medical exam;drivers licence","medical exam for Drivers licence","A30","014","A"
5118,"Medical exam;superannuation","medical exam for superannuation","A30","015","A"
5119,"Medical exam;pre-employment","medical exam for pre-employment","A30","016","A"
5120,"Medical exam;complete","complete medical exam","A30","017","A"
5121,"Check up;pre-employment","pre-employment check up","A30","018","A"
5122,"Raised blood pressure","raised blood pressure","K85","007","A"
5123,"Formication","n/a","X11","020","I"
5124,"Laparoscopy","laparoscopy","A40","002","A"
5125,"Lipectomy","lipectomy","A52","005","A"
5126,"Liposuction","liposuction","A52","006","A"
5127,"Radiotherapy","radiotherapy","A57","002","A"
5128,"Tinea pedis","tinea pedis","S74","018","A"
5129,"Tinea barbae","tinea barbae","S74","019","A"
5130,"Tinea capitis","tinea capitis","S74","020","A"
5131,"Tinea cruris","tinea cruris","S74","021","A"
5132,"Tinea unguium","tinea unguium","S74","022","A"
5133,"Tinea kerion","tinea kerion","S74","023","A"
5134,"Tinea corporis","tinea corporis","S74","024","A"
5135,"Removal;foreign body;eye","removal of foreign body from the eye","F52","009","A"
5136,"Implant;cochlear","cochlear implant","H54","005","A"
5137,"Grommet(s)","grommet(s)","H53","003","A"
5138,"Drainage tube(s);middle ear","middle ear drainage tube","H53","004","A"
5139,"Angioplasty;artery;coronary","coronary artery angioplasty","K53","003","A"
5140,"Naevus;compound","compound naevus","S82","013","A"
5141,"Naevus;halo","halo naevus","S82","014","A"
5142,"Naevus;junctional","junctional naevus","S82","015","A"
5143,"Naevus;intradermal","intradermal naevus","S82","016","A"
5144,"Wart(s);plane","plane wart","S03","005","A"
5145,"Wart(s);plantar","plantar wart","S03","006","A"
5146,"Wart(s);filiform","filiform wart","S03","007","A"
5147,"Wart(s);digitate","digitate wart","S03","008","A"
5148,"Verruca plana","verruca plana","S03","009","A"
5149,"Verruca filiformis","verruca filiformis","S03","010","A"
5150,"Verruca digitata","verruca digitata","S03","011","A"
5151,"Mastoidectomy","mastoidectomy","H52","005","A"
5152,"Embolectomy","embolectomy","K52","006","A"
5153,"Stripping;varicose vein","stripping of varicose vein","K52","007","A"
5154,"Reconstruction;ankle","ankle reconstruction","L54","029","A"
5155,"Graft;bone","bone graft","L54","030","A"
5156,"Reconstruction;elbow","elbow reconstruction","L54","031","A"
5157,"Reconstruction;foot/feet","foot/feet reconstruction","L54","032","A"
5158,"Replace;joint;hip","replace hip joint","L54","033","A"
5159,"Sling","sling","L54","034","A"
5160,"Reconstruction;knee","knee reconstruction","L54","035","A"
5161,"Replace;joint;knee","replace knee joint","L54","036","A"
5162,"Treat;fract/disloc;maxilla","treatment of fract/disloc of the maxilla","L54","037","A"
5163,"Osteotomy","osteotomy","L54","038","A"
5164,"Diarrhoea;viral","viral diarrhoea","D70","019","A"
5165,"Colitis;psuedomemb;C.difficile","pseudomembranous colitis","D70","020","A"
5166,"Shigellosis","shigellosis","D70","021","A"
5167,"Colitis;salmonella","salmonella colitis","D70","022","A"
5168,"Colitis;shigella","shigella colitis","D70","023","A"
5169,"Colitis;amoebic","amoebic colitis","D70","024","A"
5170,"Colitis;campylobacter","campylobacter colitis","D70","025","A"
5171,"Enteritis;yersinia","yersinia enteritis","D70","026","A"
5172,"Enteritis;salmonella","salmonella enteritis","D70","027","A"
5173,"Enteritis;giardia","giardia enteritis","D70","028","A"
5174,"Enteritis;cholera","cholera enteritis","D70","029","A"
5175,"Irritation;cervical","cervical irritation","L83","017","A"
5176,"Disc prolapse;cervical","cervical disc prolapse","L83","018","A"
5177,"Neuritis;cervical","cervical neuritis","L83","021","A"
5178,"Disc degeneration;thoracic","thoracic disc degeneration","L86","027","A"
5179,"Lesion;intervert disc;thorac","lesion of thoracic intervertebral disc","L86","029","A"
5180,"Irritation;nerve root;thoracic","thoracic nerve root irritation","L86","030","A"
5181,"Nerve root compress;thoracic","thoracic nerve root compression","L86","031","A"
5182,"Irritation;nerve root;back","nerve root irritation of the back","L86","032","A"
5183,"Nucleus pulp hernia;thoracic","thoracic nucleus pulp hernia","L86","034","A"
5184,"Lesion;spinal disc;lumbosacr","lesion of lumbosacral disc","L86","035","A"
